"rpt_rec_num","Provider CCN","Hospital Name","Street Address","City","State Code","Zip Code","County","Medicare CBSA Number","Rural Versus Urban","CCN Facility Type","Provider Type","Type of Control","Fiscal Year Begin Date","Fiscal Year End Date","FTE - Employees on Payroll","Number of Interns and Residents (FTE)","Total Days Title V","Total Days Title XVIII","Total Days Title XIX","Total Days (V + XVIII + XIX + Unknown)","Number of Beds","Total Bed Days Available","Total Discharges Title V","Total Discharges Title XVIII","Total Discharges Title XIX","Total Discharges (V + XVIII + XIX + Unknown)","Number of Beds + Total for all Subproviders","Hospital Total Days Title V For Adults & Peds","Hospital Total Days Title XVIII For Adults & Peds","Hospital Total Days Title XIX For Adults & Peds","Hospital Total Days (V + XVIII + XIX + Unknown) For Adults & Peds","Hospital Number of Beds For Adults & Peds","Hospital Total Bed Days Available For Adults & Peds","Hospital Total Discharges Title V For Adults & Peds","Hospital Total Discharges Title XVIII For Adults & Peds","Hospital Total Discharges Title XIX For Adults & Peds","Hospital Total Discharges (V + XVIII + XIX + Unknown) For Adults & Peds","Cost of Charity Care","Total Bad Debt Expense","Cost of Uncompensated Care","Total Unreimbursed and Uncompensated Care","Total Salaries From Worksheet A","Overhead Non-Salary Costs","Depreciation Cost","Total Costs","Inpatient Total Charges","Outpatient Total Charges","Combined Outpatient + Inpatient Total Charges","Wage-Related Costs (Core)","Wage-Related Costs (RHC/FQHC)","Total Salaries (adjusted)","Contract Labor: Direct Patient Care","Wage Related Costs for Part - A Teaching Physicians","Wage Related Costs for Interns and Residents","Cash on Hand and in Banks","Temporary Investments","Notes Receivable","Accounts Receivable","Less: Allowances for Uncollectible Notes and Accounts Receivable","Inventory","Prepaid Expenses","Other Current Assets","Total Current Assets","Land","Land Improvements","Buildings","Leasehold Improvements","Fixed Equipment","Major Movable Equipment","Minor Equipment Depreciable","Health Information Technology Designated Assets","Total Fixed Assets","Investments","Other Assets","Total Other Assets","Total Assets","Accounts Payable","Salaries, Wages, and Fees Payable","Payroll Taxes Payable","Notes and Loans Payable (Short Term)","Deferred Income","Other Current Liabilities","Total Current Liabilities","Mortgage Payable","Notes Payable","Unsecured Loans","Other Long Term Liabilities","Total Long Term Liabilities","Total Liabilities","General Fund Balance","Total Fund Balances","Total Liabilities and Fund Balances","DRG Amounts Other Than Outlier Payments","DRG Amounts Before October 1","DRG Amounts After October 1","Outlier Payments For Discharges","Disproportionate Share Adjustment","Allowable DSH Percentage","Managed Care Simulated Payments","Total IME Payment","Inpatient Revenue","Outpatient Revenue","Total Patient Revenue","Less Contractual Allowance and Discounts on Patients' Accounts","Net Patient Revenue","Less Total Operating Expense","Net Income from Service to Patients","Total Other Income","Total Income","Total Other Expenses","Net Income","Cost To Charge Ratio","Net Revenue from Medicaid","Medicaid Charges","Net Revenue from Stand-Alone CHIP","Stand-Alone CHIP Charges"
688276,270087,HEALTHCENTER NORTHWEST,320 SUNNYVIEW LANE,KALISPELL,MT,59901,FLATHEAD,99927,R,STH,1,6,04/01/2017,03/31/2018,301,,,666,116,1320,17,6205,,242,41,448,28,,666,116,1320,17,6205,,242,41,448,425353,789746,732094,5788048,16909684,42998901,4276630,59491323,17464029,135704171,153168200,2710047,,16909684,3869573,,,7591913,,,11058248,,2444446,602466,95983,51336799,,,14271073,,,12250020,,,26521093,,3789692,3789692,81647584,3569659,2720260,,7000000,,2789530,16079449,,,,21046975,21046975,37126424,44521160,44521160,81647584,,874953,1164920,26463,,,,,17482560,145506018,162988578,80500519,82488059,72183478,10304581,1889510,12194091,,12194091,0.388405,3582789,22241586,,
688277,280133,NEBRASKA SPINE HOSPITAL,6901 N. 72ND STREET  STE 20300,OMAHA,NE,68122,DOUGLAS,36540,U,STH,1,5,01/01/2017,12/31/2017,62.67,,,807,59,2403,34,12410,,296,27,963,34,,807,59,2403,34,12410,,296,27,963,509,536457,123210,123210,4131057,24619511,880088,30589695,109232283,24507952,133740235,1129909,,4131057,592804,,,208684,,34834611,,-19223238,384533,158440,-16798,16346232,,,,177979,,6307725,,,1437396,,18693167,18773402,36557030,4176064,638715,,,,425461,5240240,,57,,935206,935263,6175503,30381527,30381527,36557030,,5585354,1576998,181771,,,,,121968389,11771847,133740236,82147184,51593052,28750568,22842484,195863,23038347,,23038347,0.228725,1385351,4465981,,
688317,450419,TX HXLTH HARRIS METHODIST HOSP AZIE,108 DENVER TRAIL,AZLE,TX,76020,TARRANT,23104,U,STH,1,2,10/01/2016,09/30/2017,201.64,,,1769,69,4711,31,11315,,508,21,1518,31,,1525,48,3740,25,9125,,508,21,1518,6014511,4205015,6985186,7088635,15071115,22366639,2272725,31549091,39318592,102932460,142251052,3868453,,15071115,339385,,,-61276,76244,,9935723,-6629410,585034,36040,,4109574,145334,,13522288,,1942564,6655380,,,8471629,,,,12581203,457740,1156531,1395026,,310571,16357931,19778719,,,,291447,291447,20070166,-7488963,-7488963,12581203,,,3122329,,,,,,39318592,102932458,142251050,111704648,30546402,37437754,-6891352,3200940,-3690412,,-3690412,0.221785,2063895,16696300,,
688324,490002,RUSSELL COUNTY MEDICAL CENTER,CARROLL & TATE STREET,LEBANON,VA,24266-,RUSSELL,99949,R,STH,1,2,10/01/2016,09/30/2017,132.06,,,1750,103,3130,49,17885,,539,29,1049,69,,1462,91,2588,44,16060,,539,29,1049,236148,4783523,1220236,2983884,8844212,15927387,1578430,20681107,36190425,71034582,107225007,2006009,41345,8289518,,,,26116,,,13176808,-9645252,418912,184734,,4374291,600000,169000,12240948,,,15074598,,,11929286,,,,16303577,1322466,737924,,83817,,,2767281,,,,229123,229123,2996404,13307173,13307173,16303577,,,2852530,,49777,0.0698,,,36190425,71314488,107504913,85856740,21648173,24771599,-3123426,393377,-2730049,,-2730049,0.192876,2668979,22981743,,
688344,050329,CORONA REGIONAL MEDICAL CENTER,800 SOUTH MAIN STREET,CORONA,CA,91720,RIVERSIDE,40140,U,STH,1,4,01/01/2017,12/31/2017,803.68,,,6271,3294,28027,160,58400,,1434,865,7259,238,,5526,2649,23741,138,50370,,1434,865,7259,2851133,10714972,4743709,4743788,70006020,89564752,10263151,142322922,509290908,362473621,871764529,13618665,,71007264,1394694,,,-780490,,,49557611,-24889491,1998652,822600,,50408964,11178581,966286,60531332,,14567378,76169748,,,95349478,,41447287,41447287,187205729,3431411,5609133,,,,23794239,32834783,,,89932981,,89932981,122767764,64437965,64437965,187205729,,10944492,3671045,186044,1091781,0.2988,,,509290908,362473621,871764529,689543296,182221233,159570772,22650461,700229,23350690,13760840,9589850,0.163258,33925178,288775180,60,849
688365,310058,BERGEN REGIONAL MEDICAL CENTER,230 EAST RIDGEWOOD AVENUE,PARAMUS,NJ,07652,BERGEN,35614,U,STH,1,9,01/01/2017,12/31/2017,913.16,28.19,,3729,26083,34835,127,46355,,676,5475,8281,1020,,3406,26035,34174,118,43070,,676,5475,8281,6445699,13982716,11188151,11188151,107290971,123233829,5640375,184946691,457165642,92149487,549315129,12403538,,107290971,208310,163194,666963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4184665,1201130,,932282,0.6924,435165,315861,453893353,111965888,565859241,,565859241,230524800,335334441,,335334441,,335334441,0.336686,92706023,301421283,,
688382,420089,EAST COOPER REGIONAL MEDICAL CENTER,2000 HOSPITAL DRIVE,MT. PLEASANT,SC,29464,CHARLESTON,16700,U,STH,1,4,01/01/2017,12/31/2017,347.1,,,5431,370,16942,130,47450,,1562,33,4875,130,,4582,96,11707,118,43070,,1562,33,4875,2376450,7484074,3834651,9084739,30388734,95474836,7084474,118669691,366171849,267479489,633651338,6174256,,30388734,2743966,,,175,,,39769883,-18984532,1925837,440919,,27863111,5840990,3783201,95258130,98797,,48531568,,8830229,103239641,3333,18822014,18825347,149928099,5530120,449730,1227919,71719,,3473748,10753236,,,,,,10753236,139174863,139174863,149928099,,13197952,4022926,1939257,,,1907264,,366386321,264512734,630899055,477131594,153767461,125864930,27902531,-13116,27889415,,27889415,0.187279,3330844,22897816,,
688388,450743,TEXAS HEALTH DENTON,207 NORTH BONNIE BRAE,DENTON,TX,76201,DENTON,19124,U,STH,1,2,05/01/2017,04/30/2018,941,,,15464,2531,48852,196,71540,,3153,860,10741,196,,12662,1105,38972,166,60590,,3153,860,10741,8954103,16217356,12132321,12266610,70275039,125634517,5331358,168187778,503073904,388120759,891194663,18492391,,70275039,2511975,,,-791370,,,23558085,,3803695,372868,,26971844,5239810,,82491607,,12979228,37808403,,,78316861,,338996,338996,105627701,5681202,5767039,,,,11927924,23376165,,,-12817902,482686,-12335216,11040949,94586752,94586752,105627701,,11326991,16663746,607584,552118,0.0789,,,503134629,388060034,891194663,681903067,209291596,195909556,13382040,8858355,22240395,,22240395,0.188722,11784886,94121426,,
688398,673032,HEALTHSOUTH REHABILITATION HOSPITAL,1400 HESTERS CROSSING,ROUND ROCK,TX,78681,WILLIAMSON,12420,U,RH,5,4,01/01/2017,12/31/2017,157.67,,,12375,,16649,50,18250,,1019,,1327,75,,12375,,16649,50,18250,,1019,,1327,,,,,12288586,13698384,1833377,23855642,50471913,549819,51021732,,,12288586,,,,4616299,,,6928984,-1678168,94146,15442,,9976703,,,30119237,309136,,2593255,,,28363335,,71895159,71895159,110235197,347802,782296,,,,1417603,2547701,,,,28099468,28099468,30647169,79588028,79588028,110235197,,,,,,,,,50472962,548772,51021734,21481336,29540398,25986970,3553428,1131,3554559,,3554559,,,,,
688425,141341,PANA COMMUNITY HOSPITAL,101 E. 9TH STREET,PANA,IL,62557-1716,CHRISTIAN,99914,R,CAH,1,2,01/01/2017,12/31/2017,143.8,,,1166,71,1503,22,8030,,292,29,388,22,,881,71,1144,22,8030,,292,29,388,49026,1681087,685612,2546233,11128321,12167548,866942,17650621,4960165,40090779,45050944,,,,,,,11462050,,,4866610,-1425030,471854,194033,,16253582,51361,778726,11162760,,599547,7758347,,,11022483,4190540,41637,4232177,31508242,1742036,1676242,,,,,3418278,,,,,,3418278,28089964,28089964,31508242,,,,,,,,,5640595,47047270,52687865,29138272,23549593,23295869,253724,773753,1027477,4796,1022681,0.391792,2080132,10058278,,
688440,180087,TAYLOR REGIONAL HOSPITAL,1700 OLD LEBANON ROAD,CAMPBELLSVILLE,KY,42718-,TAYLOR,99918,R,STH,1,11,07/01/2017,06/30/2018,530.52,,,5484,177,10733,90,32850,,1158,32,2547,90,,4592,121,8666,82,29930,,1158,32,2547,116758,5678045,1320797,2904310,36487177,46129825,4581889,56243423,51248422,224724971,275973393,6923601,,36487177,,,,5817066,33299339,,39583363,-32981713,1707653,1182559,27118,48635385,518633,2616176,64033363,,,32438102,,,37384284,,2868285,2868285,88887954,1872572,3712622,,1561737,,1149478,8296409,,11254324,,11548722,22803046,31099455,57788499,57788499,88887954,,1641761,5394263,90229,312048,0.1774,,,50852850,249109778,299962628,222226603,77736025,82617002,-4880977,2402282,-2478695,,-2478695,0.2038,10714601,62289224,,
688451,191318,RIVERLAND MEDICAL CENTER,1700 EE WALLACE BOULEVARD NORTH,FERRIDAY,LA,71334,CONCORDIA,99919,R,CAH,1,11,10/01/2016,09/30/2017,157.58,,,3048,85,4053,25,9125,,394,24,699,25,,1070,84,1798,20,7300,,394,24,699,,4077277,1176017,2357651,8126830,10195599,370777,14991984,12006420,40819899,52826319,,,,,,,2063972,,,13629192,-10827121,468173,98759,22354,5484649,121996,143910,5860311,,,5610618,,,1875014,152258,1184692,1336950,8696613,643729,977122,35600,,,558402,2214853,718229,,,,718229,2933082,5763531,5763531,8696613,,,,,,,,,12537895,43085951,55623846,42471768,13152078,18322429,-5170351,5067284,-103067,,-103067,0.283798,2934903,14505166,,
688520,410012,THE MIRIAM HOSPITAL,164 SUMMIT AVENUE,PROVIDENCE,RI,02906,PROVIDENCE,39300,U,STH,1,2,10/01/2016,09/30/2017,2454.38,69.96,,26785,1324,72175,247,90155,,6531,251,18572,247,,22651,1148,65300,211,77015,,6531,251,18572,5160913,15894520,9469413,30478533,167328678,276873648,16785656,350391332,647448674,684361986,1331810660,36604240,,167328678,3832232,296961,67831,32003679,,,48471288,-8938735,5519935,172368,1,83956522,3185673,2228615,242655329,58937,147851657,,,,184684744,161151266,58896836,220051752,488693018,15013090,16578269,,3967386,,22152166,57710911,54678494,,,39824743,94503237,152214148,285415432,336478870,488693018,,,57079230,880652,881874,0.0618,42741711,8016492,651667891,705390555,1357058446,935199472,421858974,464030731,-42171757,51289189,9117432,,9117432,0.263094,46882138,206717203,,
688590,310081,INSPIRA MEDICAL CENTER WOODBURY  INC,509 NORTH BROAD STREET,WOODBURY,NJ,08096-7359,,37964,U,STH,1,2,01/01/2017,12/31/2017,1269.31,12.3,,19595,1069,39004,233,85045,,4150,169,8469,253,,17623,844,32726,219,79935,,4150,169,8469,1077038,9750143,3005464,12564309,92327845,104810883,14666980,179454788,581226999,444259650,1025486649,25576631,,92327845,1212245,,227126,8692000,7991000,,34674000,-12377000,1204000,,5028000,54654000,,,168846000,,,,,,168846000,114429000,294357000,408786000,632286000,23494000,,,2888000,,20005000,81359000,344378000,,,24220000,368598000,449957000,171080000,182329000,632286000,,27596819,8205274,665669,493174,0.0551,7034347,1187162,585071470,453276513,1038347983,825982499,212365484,197138728,15226756,8945078,24171834,41092,24130742,0.174995,26692261,210102266,,
688591,310119,UH - UNIVERSITY HOSPITAL,150 BERGEN STREET,NEWARK,NJ,07103-,ESSEX,35084,U,STH,1,10,07/01/2017,06/30/2018,3582,322.08,,15738,19227,103930,379,138335,,2094,2399,16180,379,,13104,13401,81022,278,101470,,2094,2399,16180,52425783,156460025,88655136,113936951,256267931,484350203,25019002,623979476,1830440647,875286453,2705727100,133455036,,256267931,23881270,111937,232338,62566000,,,523715000,-442718000,17934000,3377000,41673000,383681000,,1598000,426530000,,17969000,204434000,,,204041000,,111265000,111265000,698987000,35613000,11991000,,5562000,625000,17839000,105627000,541572000,,661000,361366000,903599000,1009226000,-310239000,-310239000,698987000,,6711009,20229805,3860514,3096173,0.4597,17265779,9692469,1830440647,875286453,2705727100,2046896110,658830990,740618134,-81787144,21236144,-60551000,,-60551000,0.230614,139395361,1041966994,,
688626,493034,THE REHABILITATION HOSPITAL OF SOUTH,103 NORTH STREET,BRISTOL,VA,24201,WASHINGTON,28700,U,RH,5,5,06/01/2017,05/31/2018,67.57,,,5782,104,8138,25,9125,,487,7,681,25,,5782,104,8138,25,9125,,487,7,681,,,,,4535289,4364323,409014,7618628,16791231,,16791231,,,4535289,,,,884017,,,1580282,-512260,19272,126903,,2098214,,,,3156268,,1502215,,,1893293,,,,3991507,219504,405794,,,,3814,629112,,,,841290,841290,1470402,2521105,2521105,3991507,,,,,,,,,16791231,,16791231,6911410,9879821,8899612,980209,3589,983798,,983798,,,,,
688631,673029,HEALTHSOUTH REHABILITATION HOSPITAL,3351 WATERVIEW PARKWAY,RICHARDSON,TX,75080,DALLAS,19124,U,RH,5,5,01/01/2017,12/31/2017,140.89,,,11885,,15308,50,18250,,1021,,1288,50,,11885,,15308,50,18250,,1021,,1288,,,,,9546107,11351394,1638699,18251310,33450320,,33450320,,,9546107,,,,4352116,,,3504097,-617397,71729,56927,,7367472,,,24407698,404302,,2084782,,,22867880,,63601476,63601476,93836828,257423,545084,,,,1185267,1987774,,,,22605180,22605180,24592954,69243874,69243874,93836828,,,,,,,,,33450319,,33450319,10258683,23191636,20897501,2294135,214293,2508428,,2508428,,,,,
688633,030092,DEER VALLEY MEDICAL CENTER,19829 N 27TH AVENUE,PHOENIX,AZ,85027,MARICOPA,38060,R,STH,1,2,01/01/2017,12/31/2017,1280.58,1.62,,14574,9979,48948,204,74460,,3372,2371,11179,204,,12726,9252,40055,172,62780,,3372,2371,11179,4153317,15227732,6234367,16100440,80869430,115409896,20349788,211664053,876347034,823610911,1699957945,19759019,,80869430,170806,,,345067,,,38313517,,7396925,,91666,46147175,19705671,35533461,156110371,4529109,,86344484,,,171904866,,3568724,3568724,221620765,5821851,,,,,-159635361,-153813510,,41930868,,,41930868,-111882642,333503407,333503407,221620765,,25571470,8663163,1248634,778838,0.091,26526118,,876347033,823610911,1699957944,1423632536,276325408,196279326,80046082,1349191,81395273,,81395273,0.124511,33821926,350876625,,
688634,030134,BANNER GOLDFIELD MEDICAL CENTER,2050 W. SOUTHERN AVE.,APACHE JUNCTION,AZ,85120,PINAL,38060,U,STH,1,2,01/01/2017,12/31/2017,100.48,,,646,294,1600,20,7300,,218,103,551,20,,646,294,1600,20,7300,,218,103,551,647247,1731555,903581,2891526,7172853,13236695,1840336,17129771,18993319,108249139,127242458,1788893,,7172853,883,,,700,,,12018501,-9714858,493098,,15940,2896794,1595330,23934,8840581,,2639168,7020803,,,12735259,,270064,270064,15902117,341164,491318,,,47354,121125,1000961,,,,109100,109100,1110061,14792056,14792056,15902117,,1098174,478355,15059,24909,0.0632,,,20277257,107839060,128116317,111584653,16531664,20409548,-3877884,7658,-3870226,,-3870226,0.134623,3488251,40678012,,
688641,050013,ST. HELENA HOSPITAL,10 WOODLAND ROAD,ST. HELENA,CA,94574,NAPA,34900,U,STH,1,1,01/01/2017,12/31/2017,789.66,,,11086,8451,24036,139,50735,,2636,662,4877,152,,9336,8047,20940,127,46355,,2636,662,4877,5399578,3283594,6058349,12559668,73293597,190684065,6682012,168804165,667629015,319553553,987182568,18632821,,74529038,3132800,,,19691676,,2684337,125873973,-100258530,4666073,920211,,82873136,425124,26537546,145909615,,,61888538,,,87857459,,7082563,7082563,177813158,17418017,7375298,1045633,,,121269,28001238,,55999431,,3330036,59329467,87330705,90482453,90482453,177813158,,34161951,10118998,1458784,2852801,0.2577,2129863,,745904843,341275465,1087180308,860524656,226655652,263977662,-37322010,36271750,-1050260,,-1050260,0.170996,22585292,178475958,,
688644,050090,SONOMA VALLEY HEALTH CARE DISTRICT,347 ANDRIEUX STREET,SONOMA,CA,94576,SONOMA,42220,U,STH,1,11,07/01/2017,06/30/2018,252.89,,,2261,267,4201,48,17520,,587,98,1148,75,,1830,147,2969,42,15330,,587,98,1148,290951,2703502,899702,2886136,30018099,34352225,3372583,57094416,95849092,168687893,264536985,5555658,,30006099,1258369,,,2342737,,,30590355,-24175734,852688,785383,,19011954,1934206,805238,53492560,537269,16737057,25193480,,,52220906,4437878,,4437878,75670738,14922390,4100868,,528873,7178117,108242,26838490,,32991416,,,32991416,59829906,16027378,15840832,75670738,,1735702,5342684,57282,176075,0.0995,,,88548664,175987962,264536626,210258521,54278105,64370324,-10092219,9792383,-299836,,-299836,0.215828,8231634,47343569,,
688648,050581,LAKEWOOD REGIONAL MED. CTR.,3700 E. SOUTH ST.,LAKEWOOD,CA,90712,LOS ANGELES,31084,U,STH,1,4,06/01/2017,05/31/2018,656.6,2.33,,12685,4789,41021,172,62780,,2387,491,8933,172,,10542,3934,34053,140,51100,,2387,491,8933,2571937,10530772,4246399,6509479,74648179,105520831,4418991,174642972,972434060,495945915,1468379975,18025555,,74648179,3789889,,,400,,,110005666,-74460219,3620374,625887,28644106,68436214,3343697,457962,61671609,54260,8532367,48667962,,10131044,44087278,,5446046,5446046,117969538,7387335,2795154,4075047,1653552,,8594233,24505321,1735082,,,,1735082,26240403,91729135,91729135,117969538,,8571542,18114825,1332554,1699921,0.2548,31141467,207620,976638208,497306463,1473944671,1257209113,216735558,180191278,36544280,71734,36616014,,36616014,0.118936,25734651,389307215,,
688650,050765,KFH - MORENO VALLEY,27300 IRIS AVENUE,MORENO VALLEY,CA,92360-,RIVERSIDE,40140,U,STH,1,2,01/01/2017,12/31/2017,305,1.52,,455,2245,13399,94,36045,,130,53,4408,94,,431,1345,9836,84,32395,,130,53,4408,837198,3527967,1949083,17339531,32999238,87675972,5401013,122042411,133783219,254713792,388497011,15420832,,34971293,21940947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,898036,375201,23082,32787,0.103,13417580,,,,,,,120675210,-120675210,,-120675210,,-120675210,0.315163,7315829,72046138,,
688651,050777,KFH - SAN LEANDRO,2500 MERCED STREET,SAN LEANDRO,CA,54577,ALAMEDA,36084,U,STH,1,2,01/01/2017,12/31/2017,1056,2.66,,1361,760,44710,206,75190,,354,115,12092,206,,1159,241,29530,166,60590,,354,115,12092,3409364,14972918,8873117,25388293,159633709,348356849,28640920,453442228,625516534,611534109,1237050643,59926814,,138985017,53612981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3278064,1207870,133715,,,54793285,29540,,,,,,507990558,-507990558,,-507990558,,-507990558,0.364909,17777066,93953215,1026,24374
688664,100026,BAY COUNTY HEALTH SYSTEM LLC,615 NORTH BONITA AVENUE,PANAMA CITY,FL,32401,BAY,37460,U,STH,1,4,01/01/2017,12/31/2017,1339.69,,,35723,4684,79578,293,106945,,6525,1758,14349,293,,29651,3703,65460,236,86140,,6525,1758,14349,9420279,16772992,12437529,19884658,85317169,162570123,7887624,227130012,874770340,581906774,1456677114,13562201,,85471962,6042484,,,6050,,,265443731,-223805039,9923678,1259473,,54033248,49757,,93419779,,1344481,41978542,,,77861778,,281240,281240,132176266,23412815,4703563,291063,1489158,228498,4712097,126306136,,13478614,,801327,14279941,140586077,-8409811,-8409811,132176266,,40693880,15654687,1375499,988918,0.0702,,,874753937,619854504,1494608441,1263311325,231297116,247887292,-16590176,6480644,-10109532,,-10109532,0.155923,14030271,138316753,38556,205562
688681,150177,UNITY MEDICAL AND SURGICAL HOSPITAL,4455 EDISON LAKES PKWY,MISHAWAKA,IN,46545,ST. JOSEPH,43780,U,STH,1,6,01/01/2017,12/31/2017,145.44,,,455,6,1259,29,10585,,162,4,440,29,,455,6,1259,29,10585,,162,4,440,9304,1835161,466787,548254,11426936,29257633,951827,24930978,67753172,32903019,100656191,1219652,,11426936,262701,,,1045010,,,8821298,,700741,375509,,15715704,,,,866658,966895,14313553,,,1592262,,12324,12324,17320290,7487641,,,3001345,,797611,11283233,1475015,12788947,,484909,14748871,26032104,-8711814,-8711814,17320290,,2023963,859962,853971,,,,,67934250,49764149,117698399,80305203,37393196,40684569,-3291373,142729,-3148644,21814,-3170458,0.247684,125413,835258,,
688682,153030,REHABILITATION HOSPITAL OF FT WAYNE,7970 WEST JEFFERSON BOULEVARD,FORT WAYNE,IN,46804-,ALLEN,23060,U,RH,5,4,10/01/2016,09/30/2017,95.44,,,2601,237,6461,36,13140,,232,82,563,36,,2601,237,6461,36,13140,,232,82,563,,,,,5890029,4367480,286892,9680104,31351233,21546,31372779,,,,,,,-35914,,,2139761,-443923,24908,33965,48,1718845,900000,276453,11624396,369719,156727,418564,301775,,10813568,,550164,550164,13082577,224817,529503,64168,,,194851,17292210,,,,,,17292210,-4209633,-4209633,13082577,,,,,,,,,31351233,21546,31372779,21497827,9874952,10257512,-382560,-89775,-472335,,-472335,,,,,
688683,170068,SOUTHWEST MEDICAL CENTER,15TH AT PERSHING,LIBERAL,KS,67905-,SEWARD,99917,R,STH,1,9,01/01/2017,12/31/2017,376.25,,,3140,493,8532,69,25185,,668,199,2344,87,,2325,374,5916,61,22265,,668,199,2344,465832,6891955,2416380,5508863,22449128,27597673,3166610,40883938,71159377,74155174,145314551,4599563,,22449128,721232,,,6563815,,,13325368,-3554176,1527446,2409788,436903,20816162,104046,2963752,40203307,,5579882,32127308,,2551462,24806211,21423538,4861899,26285437,71907810,1405342,2423737,,520005,,703632,5052716,,,,32196764,32196764,37249480,34658330,34658330,71907810,,3730136,1365254,698650,127895,0.1004,,,71173292,85141793,156315085,101802087,54512998,50046801,4466197,786669,5252866,,5252866,0.281348,2318569,19232594,,
688684,170203,PREMIER SURGICAL INSTITUTE,1619 K 66,GALENA,KS,66739,CHEROKEE,99917,R,STH,1,4,01/01/2017,12/31/2017,85.45,,,1933,2,2932,36,13140,,781,1,1269,36,,1933,2,2932,36,13140,,781,1,1269,,393760,104174,147862,4559491,22505958,977485,26775299,78430093,22775802,101205895,1478466,,4559491,482925,,,3056871,,,4076754,,450568,89024,17783,7691000,,,19033774,35378,165120,320427,,466974,16926293,,,,24617293,2994552,990008,,,,29747595,33755173,,,,,,33755173,-9137880,-9137880,24617293,,8431221,3667197,1723,,,,,78419374,22740884,101160258,73809175,27351083,27065449,285634,549930,835564,393760,441804,0.264563,98824,538670,,
688686,190255,PARK PLACE SURGERY CENTER,901 WILSON ST.,LAFAYETTE,LA,70503,LAFAYETTE,29180,U,STH,1,5,01/01/2017,12/31/2017,154.81,,,175,14,809,10,3650,,128,5,502,10,,175,14,809,10,3650,,128,5,502,,988705,221573,401895,8892845,19995671,815917,28377085,44983304,86018960,131002264,1789635,,8892845,,,,4796127,,,7342857,,1404136,242664,136024,14100659,,,,,,11090858,,,5062395,,,,19163054,1133620,586588,182072,,,94907,1997187,,2654076,,,2654076,4651263,14511791,14511791,19163054,,,1170413,,,,,,44983304,86018961,131002265,93641563,37360702,29877221,7483481,178909,7662390,,7662390,0.216615,232880,1907543,,
688702,260160,SOUTHEASTHEALTH CENTER OF STODDARD C,1200 NORTH ONE MILE ROAD,DEXTER,MO,63841,STODDARD,99926,R,STH,1,2,01/01/2017,12/31/2017,122.19,,,1529,132,2316,48,17520,,469,65,817,48,,1289,123,2028,44,16060,,469,65,817,177571,6603997,2600796,3444911,10461747,15705477,999079,25159591,8563302,59911755,68475057,1225430,535661,10461747,235255,,,1424018,671540,,16114163,-13732243,269315,,177145,5092361,,11068,3945943,,268532,4626817,,704247,18034101,,7245,3965076,27091538,3690722,863971,,462484,,590381,6673958,,24434165,,90647,24524812,31198770,-4107232,-4107232,27091538,,1666735,547765,,23861,0.0431,,,8490263,58797598,67287861,44687177,22600684,26167224,-3566540,4277612,711072,,711072,0.367427,2143671,8131646,,
688705,271325,ST LUKE COMMUNITY HOSPITAL,107 6TH AVENUE SOUTHWEST,RONAN,MT,59864,LAKE,99927,R,CAH,1,2,01/01/2017,12/31/2017,290.87,,,2724,977,4677,25,9125,,374,297,844,100,,1450,795,2814,25,9125,,374,297,844,525598,1178313,1260458,2235243,19287195,18088032,1745763,31161415,14274954,34861700,49136654,,,,,,,3458169,2743890,72509,12718646,-5569134,627853,829229,,14881162,,5148484,14796390,,16545390,13522892,,,17343334,31468985,2837485,34306470,66530966,1186220,1736499,143830,975000,,,4806897,15750000,,,,15750000,20556897,45974069,45974069,66530966,,,,,,,,,14272725,41082404,55355129,18383071,36972058,37375227,-403169,4487227,4084058,,4084058,0.634179,8060893,14247836,209186,299485
688709,291314,SOUTH LYON MEDICAL CENTER,WHITAKER & SURPRISE,YERINGTON,NV,89447,LYON,99929,R,CAH,1,8,04/01/2017,03/31/2018,93.59,,,604,33,779,14,5110,,68,15,117,63,,222,33,369,14,5110,,68,15,117,262000,170400,359558,1702759,6931602,6314120,611144,13663957,4828860,14354544,19183404,,,,,,,2156328,,,3920070,-2016149,116544,185010,,4493542,,,90670,,,436856,,,359472,19911,,19911,4872925,482451,745472,,,,308077,1536000,,,,,,1536000,3336925,3336925,4872925,,,,,,,,,4753901,15143687,19897588,8602909,11294679,13309303,-2014624,2315208,300584,,300584,0.71228,348261,2866840,,
688733,430096,LEWIS AND SPECIALTY HOSPITAL,2601 FOX RUN PARKWAY,YANKTON,SD,57070-,YANKTON,99943,R,STH,1,5,01/01/2017,03/31/2017,44.02,,,21,,51,10,900,,9,,22,10,,21,,51,10,900,,9,,22,3964,133844,53710,82166,682777,1518948,40034,1634573,934396,3463457,4397853,100476,,682777,13947,,,8713577,,77074,4110933,-2838288,326157,64422,,10453875,,,,,,,,,,,,,10453875,649569,124294,7143,,,29264,810270,,314022,,,314022,1124292,9329583,9329583,10453875,,95658,,,,,,,934395,3463457,4397852,3054150,1343702,2201725,-858023,617139,-240884,-6538993,6298109,0.371675,66249,254805,,
