"rpt_rec_num","Provider CCN","Hospital Name","Street Address","City","State Code","Zip Code","County","Medicare CBSA Number","Rural Versus Urban","CCN Facility Type","Provider Type","Type of Control","Fiscal Year Begin Date","Fiscal Year End Date","FTE - Employees on Payroll","Number of Interns and Residents (FTE)","Total Days Title V","Total Days Title XVIII","Total Days Title XIX","Total Days (V + XVIII + XIX + Unknown)","Number of Beds","Total Bed Days Available","Total Discharges Title V","Total Discharges Title XVIII","Total Discharges Title XIX","Total Discharges (V + XVIII + XIX + Unknown)","Number of Beds + Total for all Subproviders","Hospital Total Days Title V For Adults & Peds","Hospital Total Days Title XVIII For Adults & Peds","Hospital Total Days Title XIX For Adults & Peds","Hospital Total Days (V + XVIII + XIX + Unknown) For Adults & Peds","Hospital Number of Beds For Adults & Peds","Hospital Total Bed Days Available For Adults & Peds","Hospital Total Discharges Title V For Adults & Peds","Hospital Total Discharges Title XVIII For Adults & Peds","Hospital Total Discharges Title XIX For Adults & Peds","Hospital Total Discharges (V + XVIII + XIX + Unknown) For Adults & Peds","Cost of Charity Care","Total Bad Debt Expense","Cost of Uncompensated Care","Total Unreimbursed and Uncompensated Care","Total Salaries From Worksheet A","Overhead Non-Salary Costs","Depreciation Cost","Total Costs","Inpatient Total Charges","Outpatient Total Charges","Combined Outpatient + Inpatient Total Charges","Wage-Related Costs (Core)","Wage-Related Costs (RHC/FQHC)","Total Salaries (adjusted)","Contract Labor: Direct Patient Care","Wage Related Costs for Part - A Teaching Physicians","Wage Related Costs for Interns and Residents","Cash on Hand and in Banks","Temporary Investments","Notes Receivable","Accounts Receivable","Less: Allowances for Uncollectible Notes and Accounts Receivable","Inventory","Prepaid Expenses","Other Current Assets","Total Current Assets","Land","Land Improvements","Buildings","Leasehold Improvements","Fixed Equipment","Major Movable Equipment","Minor Equipment Depreciable","Health Information Technology Designated Assets","Total Fixed Assets","Investments","Other Assets","Total Other Assets","Total Assets","Accounts Payable","Salaries, Wages, and Fees Payable","Payroll Taxes Payable","Notes and Loans Payable (Short Term)","Deferred Income","Other Current Liabilities","Total Current Liabilities","Mortgage Payable","Notes Payable","Unsecured Loans","Other Long Term Liabilities","Total Long Term Liabilities","Total Liabilities","General Fund Balance","Total Fund Balances","Total Liabilities and Fund Balances","DRG Amounts Other Than Outlier Payments","DRG Amounts Before October 1","DRG Amounts After October 1","Outlier Payments For Discharges","Disproportionate Share Adjustment","Allowable DSH Percentage","Managed Care Simulated Payments","Total IME Payment","Inpatient Revenue","Outpatient Revenue","Total Patient Revenue","Less Contractual Allowance and Discounts on Patients' Accounts","Net Patient Revenue","Less Total Operating Expense","Net Income from Service to Patients","Total Other Income","Total Income","Total Other Expenses","Net Income","Cost To Charge Ratio","Net Revenue from Medicaid","Medicaid Charges","Net Revenue from Stand-Alone CHIP","Stand-Alone CHIP Charges"
551982,310040,HOBOKEN UNIVERSITY MEDICAL CENTER,308 WILLOW AVE,HOBOKEN,NJ,07030,HUDSON,35644,U,STH,1,2,01/01/2011,11/03/2011,824.52,28.37,,10677,5046,28655,137,48725,,1679,739,7758,196,,9665,3999,23587,122,44120,,1679,739,7758,,14282602,2475703,9745320,54473220,68933522,2938312,108917198,342861459,267378495,610239954,12797822,,54473220,264923,193270,448968,8217210,,,,,,,11456161,20487686,6957517,90204,36815696,517977,5237822,10097797,4661292,,-1,,11420004,11420004,31907689,25492840,683995,,3682515,,519964,30964484,,46235000,,2217915,48452915,79417399,-47509710,-47509710,31907689,12936174,,,398955,3231456,0.2498,1027744,1047447,346226395,270980092,617206487,522600374,94606113,137949543,-43343430,30049069,-13294361,,-13294361,0.178483,17177247,127722281,,
551983,390117,UPMC BEDFORD MEMORIAL HOSPITAL,10455 LINCOLN HIGHWAY,EVERETT,PA,15537,BEDFORD,99939,R,STH,1,2,07/01/2011,06/30/2012,303.13,,,1603,650,5120,49,17934,,557,224,1885,49,,1438,423,4160,45,16470,,557,224,1885,652464,2075606,1326674,2526233,14618266,19816343,1729442,32207639,21049665,70156290,91205955,3864301,,14618266,575229,,,17418,,63110,7935272,-4878849,134657,,,30734943,292118,1006257,13865824,,6928984,11212214,,2779123,11235212,399842,661443,1061285,43031440,430706,,,,,843385,1274091,,,,,,1274091,41357507,41757349,43031440,2951696,,,14658,278640,0.0944,,,23463241,74267398,97730639,57461123,40269516,34434609,5834907,3368127,9203034,3502113,5700921,0.353131,2821420,13097614,343691,612807
551984,501338,SNOQUALMIE VALLEY HOSPITAL,9575 ETHAN WADE WAY SE,SNOQUALMIE,WA,98065-,KING,42644,U,CAH,1,11,01/01/2011,12/31/2011,199.9,,,3675,40,5777,25,9125,,100,14,183,25,,313,40,547,25,9125,,100,14,183,,866210,806384,2395761,14224489,12179964,461825,20605697,13812021,8322409,22134430,,,,,,,2780779,,28850000,4372561,-1275657,,74204,1849130,47365686,11763838,32592,1165269,,-431307,2795321,,,12713550,,8019723,8019723,68098959,11147121,1247186,,7918499,-99523,254290,21248863,,,,64560620,64560620,85809483,-17710524,-17710524,68098959,,,,,,,,,14274912,13566381,27841293,7636491,20204802,26404453,-6199651,3922919,-2276732,,-2276732,0.930934,1331921,3138029,,
551993,330264,ST. LUKES CORNWALL HOSPITAL,70 DUBOIS ST,NEWBURGH,NY,12550,ORANGE,35644,U,STH,1,2,01/01/2011,12/31/2011,1128.1,,,26369,3466,51011,193,70280,,4764,699,11266,193,,23321,2643,43555,165,60060,,4764,699,11266,6064371,4323584,7245820,11517183,72323241,104351668,6235887,168152789,380204819,222596553,602801372,28758165,,72323241,196603,,,2066706,,,28164709,-4998623,3293572,1293533,33062579,66610734,406622,1977349,134064705,,27502892,71863567,,,105240918,,17640824,17640824,189492476,28303833,,,5428633,,579468,34982538,61675580,2644324,,36007667,100327571,135310109,51800147,54182367,189492476,42490652,,,543380,5570524,0.1311,,,380192087,222622693,602814780,437997101,164817679,176674909,-11857230,8661000,-3196230,7707927,-10904157,0.278952,23991922,101319529,,
552002,451350,PLAINS MEMORIAL HOSPITAL,310 WEST HALSELL,DIMMITT,TX,79027-0278,CASTRO,99945,R,CAH,1,11,05/01/2011,04/30/2012,85.16,,25,1280,6,1524,17,6222,6,118,2,187,17,25,467,6,682,17,6222,6,118,2,187,443944,1116685,1355591,1355591,3675474,5272736,549187,8569883,2540637,7060142,9600779,,,,,,,2032306,760564,,1862476,-817400,204691,79482,1030523,5276430,50000,218848,5677238,,,4135659,,,3987680,,40238,40238,9304348,190114,340680,,449903,,234000,1214697,,1731008,,,1731008,2945705,6358643,6358643,9304348,,,,,,,,,2541212,7577403,10118615,2837210,7281405,8948210,-1666805,2729657,1062852,7123,1055729,0.892624,443523,1102622,,
552057,100079,UNIVERSITY OF MIAMI HOSP & CLINICS,1475 N.W. 12TH AVENUE,MIAMI,FL,33136-,MIAMI-DADE,33124,U,STH,3,2,06/01/2011,05/31/2012,984.53,37.23,,1735,864,8163,40,14640,,352,134,1360,40,,1382,619,5867,30,10980,,352,134,1360,1156157,19007207,4753043,7407960,58139426,215998071,11899909,236403531,114746059,1134496277,1249242336,,,,,,,276726109,,,84861561,-25196136,6030748,,1180309,343602591,1729420,,116803078,,,79737515,,,72026545,2085364,8272608,10357972,425987108,13623012,,3266304,611727,,8389999,25891042,,13483520,,1384982,14868502,40759544,385227564,385227564,425987108,,,,,,,,,113330001,1135912335,1249242336,890784170,358458166,274137497,84320669,8792479,93113148,,93113148,0.189238,15704234,97016199,,
552293,673031,METHODIST REHABILITATION HOSPITAL,3020 WEST WHEATLAND ROAD,DALLAS,TX,75237,DALLAS,19124,U,RH,5,6,06/01/2011,05/31/2012,105.02,,,7230,,11039,40,14640,,576,,910,40,,7230,,11039,40,14640,,576,,910,,,,,7422520,7575393,307568,14360243,33963114,3233189,37196303,,,,,,,2275036,,526711,1741418,-201955,81659,280062,,4702931,1360000,,,451201,599656,974440,,,2197308,,2760424,2760424,9660663,109698,528048,,,,,1789537,,,,,,1789537,7871126,7871126,9660663,,,,,,,,,23963113,3233188,27196301,9492557,17703744,14997913,2705831,30042,2735873,3434,2732439,,,,,
552295,321304,UNION COUNTY GEN. HOSPITAL,301 HARDING ST.,CLAYTON,NM,88415-,UNION,99932,R,CAH,1,9,07/01/2011,06/30/2012,72.5,,,907,20,1534,25,9150,,108,3,242,25,,436,18,1008,25,9150,,108,3,242,699492,350615,927720,927720,4314515,7199279,672925,8516106,3770541,8384519,12155060,,,,,,,1195334,,,2160647,-605754,339925,54696,,4036966,,,11242288,,,1059567,,,10760257,,2158634,2158634,16955857,250118,268273,,,,863545,1381936,8021416,,,10000,8031416,9413352,7542505,7542505,16955857,,,,,,,,,3609717,11110255,14719972,2172349,12547623,11513795,1033828,712686,1746514,,1746514,0.700622,1108147,1408260,,
552337,141300,THOMAS H BOYD CRITICAL ACC HOSPITAL,800 SCHOOL STREET,CARROLLTON,IL,62016,GREENE,99914,R,CAH,1,2,09/01/2011,08/31/2012,113.86,,,1249,29,2016,25,9150,,242,18,286,25,,668,29,755,25,9150,,242,18,286,114815,799510,470960,1064524,5720094,3687843,151719,8783028,2417576,11837248,14254824,,,,,,,89614,32991,,3503225,-2049457,15157,27149,79981,2030012,70513,36143,2508819,,84028,1910002,,,640827,,,,2670839,1739168,493698,306036,258897,,114401,2912200,,884252,,,884252,3796452,-1125613,-1125613,2670839,,,,,,,,,2572183,12619736,15191919,5865292,9326627,10246105,-919478,753496,-165982,,-165982,0.616144,231145,1338500,,
552341,240004,HENNEPIN COUNTY MEDICAL CENTER,701 PARK AVE P-1,MINNEAPOLIS,MN,55415-1829,HENNEPIN,33460,U,STH,1,9,01/01/2011,12/31/2011,3891.66,294.31,,19363,21209,80498,332,120005,,3795,4662,17418,473,,14817,14764,55670,237,86340,,3795,4662,17418,11712140,38451899,26105724,30676909,267122833,304485686,32812949,449521362,721788346,479090648,1200878994,62353064,,267122833,8902987,,2146900,93857000,,,90964000,,3672000,3698000,27402000,243216000,18994000,,309808000,6383000,,147645000,63821000,,223940000,867000,1170000,2037000,469193000,15779000,55349000,,2797000,,20633000,108764000,8714000,,,42253000,50967000,159731000,309462000,309462000,469193000,37093888,,,3463856,16885138,0.4552,9100482,17570860,721788346,543256654,1265045000,695032000,570013000,571828000,-1815000,36420000,34605000,,34605000,0.374327,180771461,535428335,,
552343,050196,CENTRAL VALLEY GENERAL HOSPITAL,1025 N. DOUTY,HANFORD,CA,93230-,KINGS COUNTY,25260,U,STH,1,1,01/01/2011,12/31/2011,297.83,10.33,,11,2223,6933,36,12783,,6,452,2094,36,,11,1264,3763,36,12783,,6,452,2094,3631495,1915005,4776450,4776450,31168779,53369168,2972748,74589405,31110325,90202924,121313249,6537380,6089710,31595990,414518,,167539,52849498,523417,43491,14395871,-5737589,173603,122582,261650,64032667,1962902,386549,10668145,2168097,855375,6305367,,,10384802,4237395,3479749,7717144,82134613,2836241,2863646,119363,1903767,,53213,10368460,,69945,,1202895,1272840,11641300,70493313,70493313,82134613,27164,,,,3260,0.12,,,32003996,90151133,122155129,15860307,106294822,88569677,17725145,2726092,20451237,,20451237,0.61485,24295610,30966073,1396592,1530709
552348,344024,WALTER B. JONES - ADATC,2577 WEST FIFITH STREET,GREENVILLE,NC,27834,PITT,24780,U,PH,4,10,07/01/2011,06/30/2012,169,,,2097,96,24396,80,29280,,127,5,1369,80,,2097,96,24396,80,29280,,127,5,1369,,,-92088,-92088,7789158,6130194,275529,11122520,13881913,,13881913,,,7789158,,,,,,,445676,,31358,,,477034,42000,1347320,4841315,,,101851,12660,,4012224,,,,4489258,,,,,445676,,445676,,,,,,445676,4043582,4043582,4489258,,,,,,,,,1571914,,1571914,,1571914,13492657,-11920743,3544,-11917199,7012,-11924211,0.801224,,,,
552366,171362,CITIZENS MEDICAL CENTER,100 E. COLLEGE DRIVE,COLBY,KS,67701,THOMAS,99917,R,CAH,9,2,01/01/2011,12/31/2011,140.24,,,2288,137,2978,21,7665,,255,52,478,89,,811,78,1257,20,7300,,255,52,478,257345,1129615,760666,760666,10126266,10645242,1689378,18810896,11187215,22554264,33741479,,,,,,,24511,35886,,3739260,-1154708,607175,218359,860924,4368937,235982,1606112,15445759,,635438,11498689,,,10269033,3001424,218177,3219601,17857571,509002,1107421,,962515,,919,2579857,7095844,,,,7095844,9675701,8181870,8181870,17857571,,,,,,,,,11444617,23703935,35148552,13189363,21959189,21708640,250549,357501,608050,,608050,0.557501,2457794,3855418,,
552403,053300,CHILDRENS HOSPITAL CENTRAL CALIF.,9300 VALLEY CHILDRENS PLACE,MADERA,CA,93638-8763,MADERA,31460,U,CH,7,2,10/01/2010,09/30/2011,2014,20.38,,77,53370,84321,343,125195,,17,6372,13270,343,,77,30280,50959,200,73000,,17,6372,13270,,,,,174356072,213012311,26385949,336267639,785954913,275435341,1061390254,,,,,,,10299059,,,48997977,,4865891,12358917,5783472,92468937,,,351654253,,,,,,351654253,247244866,6622413,253867279,697990469,50473800,34522231,,4490000,,498597,89984628,155384416,,,64405939,219790355,309774983,388215486,388215486,697990469,,,,,,,,,785954913,275435341,1061390254,582216701,479173553,392304663,86868890,11320147,98189037,8041017,90148020,,,,,
552410,051315,TRINITY HOSPITAL,60 EASTER AVENUE,WEAVERVILLE,CA,96093-,TRINITY,99905,U,CAH,1,9,01/01/2011,12/31/2011,16.99,,,1647,151,2136,25,9125,,288,65,443,51,,958,151,1419,25,9125,,288,65,443,177535,2179029,966657,1122008,6591462,6633360,219127,12319896,13710937,16296327,30007264,,,,,,,1803600,,7500,5319419,-2110900,319746,174727,7939,6246683,,,5545130,,,1916978,,434132,5256713,,,,11503396,946479,504350,101334,164428,800730,112253,2629574,,,,2100634,2100634,4730208,6773188,6773188,11503396,,,,,,,,,12682105,16398130,29080235,16545979,12534256,13224822,-690566,1089680,399114,893,398221,0.410564,3160180,7821521,69117,116818
552425,161352,CLARINDA REGIONAL HEALTH CENTER,220 ESSIE DAVISON DRIVE,CLARINDA,IA,51632-0217,PAGE,99916,R,CAH,1,8,07/01/2011,06/30/2012,217.22,,,1715,52,2219,25,9150,,319,22,509,25,,959,52,1357,25,9150,,319,22,509,101284,1256826,916248,1407307,9865591,13607875,1376058,18986602,5487138,23716126,29203264,,,,,,,1259481,4538933,,4336096,-1847545,440486,129474,410000,10326092,237502,220633,29578655,,2049108,8106572,,,26965248,3573051,370476,3943527,41234867,1774180,1097672,,651483,,792963,4316298,,26254378,281000,,26535378,30851676,10383191,10383191,41234867,,,,,,,,,6280815,28504518,34785333,12114021,22671312,23473466,-802154,991857,189703,1406040,-1216337,0.650153,1437634,2966521,,
552473,150100,ST. MARYS MEDICAL CENTER,3700 WASHINGTON AVE,EVANSVILLE,IN,47750,VANDERBURGH,21780,U,STH,1,1,07/01/2011,06/30/2012,2193.11,3,,31031,10650,77394,395,144570,,6403,1101,16249,433,,23787,6581,51161,284,103944,,6403,1101,16249,16401334,22008026,21614500,22208157,121600398,253822655,10177502,282624771,589159220,556767703,1145926923,34864870,,119989506,1422807,,54873,3969859,,,164113576,-109804349,5409364,2567499,54231,87075954,9948022,9041203,151523669,10511622,6250924,148699650,3253507,,87096543,370136182,21155274,391291456,565463953,17114000,13570337,,1082967,,168048925,201337130,565750,,367237,14675734,15608721,216945851,348518102,348518102,565463953,49771822,,,1384915,5141429,0.1033,10736488,263453,607565313,568051945,1175617258,771901612,403715646,369066921,34648725,31355420,66004145,7137966,58866179,0.246634,33799613,139450645,,
552517,510007,ST. MARYS MEDICAL CENTER  INC.,2900 FIRST AVENUE,HUNTINGTON,WV,25702-,CABELL,16620,U,STH,1,1,10/01/2010,09/30/2011,1981.96,24.33,,37967,7471,77985,311,113515,,7145,2611,16350,375,,32272,5968,65650,277,101105,,7145,2611,16350,2801650,34829972,15116601,26979509,108550868,210131749,15872460,288610556,424503393,357714272,782217665,38981002,,108550868,2405712,,,26328754,,,56316641,,9924139,5047605,3246667,114961005,,,,,,133287653,,,133287653,-15783905,748434,-15035471,233213187,27975653,,,4082581,,7123982,39182216,89629578,,,82523587,172153165,211335381,70644220,70644220,281979601,54986458,,,3965869,4855304,0.0883,16164928,3354219,429901894,371973932,801875826,473411090,328464736,318682617,9782119,3917789,13699908,,13699908,0.368965,29552434,112036097,233438,843932
552518,511311,HAMPSHIRE MEMORIAL HOSPITAL,363 SUNRISE BOULEVARD,ROMNEY,WV,26757-,HAMPSHIRE,49020,R,CAH,1,2,01/01/2011,12/31/2011,93.5,,,1606,100,2380,14,5110,,146,41,291,44,,420,100,780,14,5110,,146,41,291,1351175,1169477,2093879,3211254,5939165,11004259,2111082,16678172,5474318,19524193,24998511,,,,,,,119028,682525,,3838329,-974000,201311,118990,,4098279,988448,206968,29225290,598951,1464758,5266158,,,35729441,79807,5078747,5158554,44986274,3868926,,,46574,,,3915500,,25954151,,,25954151,29869651,15116623,15116623,44986274,,,,,,,,,5544579,21810245,27354824,12980750,14374074,16943424,-2569350,95364,-2473986,83032,-2557018,0.667167,2410656,5288078,,
552591,330044,FAXTON-ST. LUKES HEALTHCARE,1656 CHAMPLIN AVE,UTICA,NY,13503,ONEIDA,46540,U,STH,1,2,01/01/2011,12/31/2011,5924.56,6.85,,33811,3543,72048,221,80665,,5483,543,14009,271,,28684,2277,56607,191,69715,,5483,543,14009,280436,8987088,3516456,11762970,117781430,158557065,19572848,249924982,315638719,324378970,640017689,33054916,,117781430,40805,17928,76003,1120275,0,,49048771,-8382207,5231856,13042408,7349828,67615271,2238425,3769031,111164828,245188,32802530,114044411,,,91897824,4528164,87291079,91819243,251332338,12364645,11539608,,22649836,,,46554089,17355000,17339959,3071196,45092251,82858406,129412495,113859059,121919843,251332338,35869773,,,3924577,3475781,0.0969,9658707,512469,322732852,370895220,693628072,424471933,269156139,276338495,-7182356,10425867,3243511,235825,3007686,0.390497,34246636,90501471,,
552598,452049,SSH - HOUSTON,1917 ASHLAND,HOUSTON,TX,77008,HARRIS,26420,U,LTCH,2,10,09/01/2011,08/31/2012,547.3,,,34875,,50308,300,109800,,1366,2,1881,300,,34875,,50308,300,109800,,1366,2,1881,,,-478127,-478127,32570779,44304934,3086240,69591709,186756966,2231424,188988390,5578279,,32570779,2420077,,,22025,,,5161140,-1030500,,,458638,5741846,2195182,205563,28194228,,,19748394,,,24051850,,-104291,-688662,29105034,2080178,3720835,,,,34989,2887706,,,,34483439,34483439,37371145,-8266111,-8266111,29105034,,,,,,,,,187361992,1626398,188988390,116215081,72773309,76875713,-4102404,580360,-3522044,,-3522044,0.368233,,,,
552734,670069,METHODIST MCKINNEY HOSPITAL,8000 W. ELDORADO PARKWAY,MCKINNEY,TX,75070,COLLIN,23104,U,STH,1,4,08/01/2011,07/31/2012,86.18,,,394,,1451,19,6954,,148,,583,19,,394,,1451,19,6954,,148,,583,,2511164,1219142,1344123,5381139,26544583,1672837,28207181,17655448,40445059,58100507,948731,,5381139,393421,,,700866,,,7200805,-2579763,734906,384280,49306,6490400,,,35790213,304179,2139962,7103112,,,36866215,,6617,6617,43363232,1972942,366363,9596,15365,,2270013,4634279,,42012488,,,42012488,46646767,-3283535,-3283535,43363232,1441368,,,54990,,,,,16668394,41432113,58100507,27731411,30369096,31925722,-1556626,637946,-918680,,-918680,0.485489,,257434,,
552799,330175,CORTLAND REGIONAL MEDICAL CENTER,134 HOMER AVENUE,CORTLAND,NY,13045,CORTLAND,99933,R,STH,1,2,01/01/2011,12/31/2011,758.25,,,14822,11412,34918,116,42340,,2000,241,4465,207,,9729,908,17082,104,37960,,2000,241,4465,942017,3623589,2814061,4977455,37638183,48773917,5778941,75295689,68900486,75948794,144849280,10992665,,37638183,226716,,,9150004,,,23644539,-5515118,587032,1033968,1351963,31564503,3155014,2923712,64182583,87821,22069471,24884713,3857700,731175,40919138,1121062,24552384,25673446,98157087,2381837,6158547,,,,2052738,15794683,1399319,,,35918761,37318080,53112763,40367424,45044324,98157087,10869372,,,164485,1174979,0.1081,,,67183916,78876389,146060305,65460423,80599882,82074299,-1474417,6077216,4602799,3113254,1489545,0.519821,14437333,34375420,117296,332541
552804,360014,OBLENESS MEMORIAL HOSPITAL,55 HOSPITAL DRIVE,ATHENS,OH,45701-2345,ATHENS,99936,R,STH,1,2,07/01/2011,06/30/2012,406.11,16.63,,3134,440,9709,64,23424,,893,129,2923,64,,3134,144,8421,64,23424,,893,129,2923,2682510,6345286,5062975,7478696,19137705,43599948,2895007,52339917,43595482,90070456,133665938,8211054,,19137705,2367060,,403780,19852329,1166120,,19622269,-12084203,657412,2018816,295264,31528007,2389777,2296590,33313875,3998,17488650,24254958,,,31023173,,9486019,9486019,72037199,2602342,2962043,,,,1790162,7354547,,28475072,,3773813,32248885,39603432,32433767,32433767,72037199,5838070,,,4405,1209648,0.2072,1813413,1012031,43399732,91426362,134826094,63202534,71623560,68852950,2770610,-240928,2529682,,2529682,0.391573,7390044,31593230,,
552807,362039,LIFE LINE HOSPITAL,200 SCHOOL STREET,WINTERVILLE,OH,43953,JEFFERSON,44600,U,LTCH,2,4,08/01/2011,07/31/2012,100.29,,,7455,404,10891,36,13176,,297,17,435,36,,7455,404,10891,36,13176,,297,17,435,,,-14293,-14293,8846450,11448591,,19768377,53722853,12220232,65943085,1799219,,8846450,,,,244293,,,-824144,,-65783,-68868,,-713544,,,,,,133757,,,122231,,,,-591313,710442,195962,22994,,291536,,1511585,,-371741,,,-371741,1139844,-1731157,-1731157,-591313,,,,,,,,,53722853,12220232,65943085,46511811,19431274,20295041,-863767,116609,-747158,,-747158,0.299779,,,,
552808,360133,GRANDVIEW HOSPITAL,405 GRAND AVENUE,DAYTON,OH,45405-,MONTGOMERY,19380,U,STH,1,1,01/01/2011,12/31/2011,1714.06,91.23,,17198,4196,54231,220,80300,,3124,877,13046,271,,14082,3525,41291,193,70445,,3124,877,13046,12996699,14959349,15751193,16007388,91539065,174543017,10744632,216433282,503328851,644491479,1147820330,22316595,,91539065,5328575,,1719154,2117692,,,34372799,,4564019,,2491622,47706949,14952024,9058803,126886264,23519446,44718622,70008572,1528498,,172525360,,27771142,27771142,248003451,7357354,7029248,,6103560,,8036095,28526257,107851197,,,70883384,178734581,207260838,40742613,40742613,248003451,25535847,,,578124,2972373,0.1164,17101288,7380403,497536913,689104621,1186641534,908601895,278039639,266082082,11957557,16394343,28351900,25060925,3290975,0.18856,30361081,167869255,,
552813,061326,PIKES PEAK REGIONAL HOSPITAL,16420 WEST HIGHWAY 24,WOODLAND PARK,CO,80863,TELLER,17820,R,CAH,1,4,01/01/2011,12/31/2011,109.9,,,1253,123,2411,15,5475,,247,46,666,15,,779,123,1636,15,5475,,247,46,666,,2166238,785629,1555850,6007924,14754930,767442,15175629,11490069,28247641,39737710,,,,,,,-118816,,,3555362,,616935,179531,,4650371,,,1564012,,,,,,1564012,,26034115,26034115,32248498,375116,180023,81636,,,33563,670338,,,,32532291,32532291,33202629,-954131,-954131,32248498,,,,,,,,,11773681,30003208,41776889,21574005,20202884,20762067,-559183,99104,-460079,,-460079,0.381895,619709,3834631,,
552815,392037,SSH - ERIE  INC.,252 WEST 11TH STREET,ERIE,PA,16501,ERIE,21500,U,LTCH,2,10,06/01/2011,05/31/2012,129.61,,,6869,,10551,50,18300,,273,,419,50,,6869,,10551,50,18300,,273,,419,,,-11851,-11851,6443942,8351140,415800,14169097,33444041,,33444041,1243267,,6443942,100473,,,,,,1533031,-124853,,,105690,1513868,,,638876,,,2918562,,,911072,,,1658333,4083273,488951,332541,,,,,71421,,,,,,71421,4011852,4011852,4083273,,,,,,,,,33444041,,33444041,17352049,16091992,14795082,1296910,52590,1349500,1047289,302211,0.423666,,,,
552842,112010,KINDRED HOSPITAL ROME,304 TURNER MCCALL BLVD.,ROME,GA,30165,FLOYD,40660,U,LTCH,2,4,01/01/2011,12/31/2011,87.9,,,8978,,12326,45,16425,,345,,424,45,,8978,,12326,45,16425,,345,,424,,,-40709,-40709,4969238,10582275,839984,15328416,67858277,,67858277,,,,,,,3473159,,,5169625,-490266,207517,139011,,9170722,,,,23273,,94122,,,110128,,1313386,1313386,10594236,2078623,363022,63183,,,182855,2687683,,,,-1206867,-1206867,1480816,9113420,9113420,10594236,,,,,,,,,67858277,,67858277,49369111,18489166,15551513,2937653,808588,3746241,,3746241,0.225889,,,,
552876,190001,WASHINGTON-ST.TAMMANY MED. CTR.,400 MEMPHIS STREET,BOGALUSA,LA,70429-0040,WASHINGTON,99919,R,STH,1,10,07/01/2011,06/30/2012,533.16,15.57,288,3814,2321,9426,32,11712,67,832,516,2461,49,218,3094,1642,6841,24,8784,67,832,516,2461,15782523,11317927,20453086,20453086,30319324,29107538,1725582,51933134,38220237,82410445,120630682,8695834,,30319324,1752376,369029,113577,7210159,1998263,,6606230,,817523,30531,,16755530,385335,62224,21777710,,17353896,,,,16751389,750000,3084018,3834018,37340937,2472107,,,,759111,171435,3896828,,,,31937395,31937395,35834223,1506714,1506714,37340937,3865180,,,208882,463822,0.12,14918,50903,38235992,82480706,120716698,70650317,50066381,63177307,-13110926,6913665,-6197261,,-6197261,0.430513,32620581,25865145,,
552890,200020,YORK HOSPITAL,15 HOSPITAL DR,YORK,ME,03909-,YORK,99920,U,STH,1,2,07/01/2011,06/30/2012,844.2,,,8687,1340,14355,66,24156,,1800,338,3622,66,,8001,1256,13231,61,22326,,1800,338,3622,1915951,7171710,4509484,4509484,69497548,93436080,5507617,97840677,84239951,183840462,268080413,13166450,,69549048,492555,,,871178,,,15211973,4807000,3748911,1032615,1733219,27665409,,8132685,52151227,,52346363,,,,50842233,33791476,4787672,38579148,117086790,8804774,,6573451,1460000,,4504089,21342314,,17877565,,11098704,28976269,50318583,66768207,66768207,117086790,11999647,,,399272,,,,,89472577,242674417,332146994,173858533,158288461,162933628,-4645167,3661657,-983510,378768,-1362278,0.364968,6679438,17636138,,
552925,360156,MEMORIAL HOSPITAL,715 SOUTH TAFT AVENUE,FREMONT,OH,43420-,SANDUSKY,99936,R,STH,1,2,10/01/2010,09/30/2011,438.53,,,2615,457,7092,102,37230,,773,600,2470,102,,2294,329,5459,94,34310,,773,600,2470,,5489107,1856550,4822783,25237765,35445958,3054857,49921537,37261776,108534113,145795889,4646092,,25181502,4632978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4425597,,,37722,531072,0.12,,,,,,,,60683723,-60683723,,-60683723,,-60683723,0.342407,3997726,20338250,,
552932,363306,CHILDRENS MEDICAL CENTER,ONE CHILDRENS PLAZA,DAYTON,OH,45404-,MONTGOMERY,19380,U,CH,7,2,07/01/2011,06/30/2012,1462.77,56.82,92,175,6236,28868,155,56730,31,15,4099,6960,155,68,172,3959,17480,98,35868,31,15,4099,6960,,,,,80787679,102738235,14844856,169323822,153349940,177847103,331197043,,,,,,,44992400,,823608,41888221,-14272788,1755147,565886,,75752474,3965938,3390030,109518092,,7464797,60507351,,,99905344,245310019,7551867,252861886,428519704,12860094,17358664,,,,,30218758,,,,15723808,15723808,45942566,382577138,382577138,428519704,,,,,,,,,155023491,184788224,339811715,139064087,200747628,186927603,13820025,29506306,43326331,10388607,32937724,,,,,
552937,181316,MARY BRECKINRIDGE HOSPITAL,130 KATE IRELAND DRIVE,HYDEN,KY,41749,LESLIE,18999,R,CAH,1,2,05/01/2011,09/06/2011,53.98,,,417,154,692,25,3225,,141,57,244,25,,382,114,617,25,3225,,141,57,244,87496,1346661,568500,568500,1522216,2929374,14112,2917973,1513207,6383451,7896658,,,,,,,56758,,,3390804,-2421088,268816,,,1713752,,,,,,,,,,,43580,43580,1757332,2279685,425547,167381,,,256321,4317544,,,,7521290,7521290,11838834,-10081502,-10081502,1757332,,,,,,,,,2889515,6456483,9345998,5655260,3690738,4659696,-968958,,-968958,189168,-1158126,0.36952,4246014,7354233,,
